Winner,Player1,Player2,MatchID,Generation,Replay_Name,
DragAscent,OpalTheMoke,DragAscent,1.70029E+12,[Gen 7] IF Dex AG,opalthemoke-dragascent-1700290735563,
drakonos2,Warr_Lord69,drakonos2,1.70029E+12,[Gen 7] IF Dex AG,warrlord69-drakonos2-1700290840070,
DapperMuffin,DapperMuffin,adu anh seng,1.70029E+12,[Gen 7] IF Dex AG,dappermuffin-aduanhseng-1700293665005,
DapperMuffin,nelson8529,DapperMuffin,1.7003E+12,[Gen 7] IF Dex AG,nelson8529-dappermuffin-1700297320307,
KingoftheBallpit,DougDimmerdome,KingoftheBallpit,1.7003E+12,[Gen 7] IF Dex OU,dougdimmerdome-kingoftheballpit-1700297717084,
DapperMuffin,DapperMuffin,MAMMOTHKING777,1.7003E+12,[Gen 7] IF Dex AG,dappermuffin-mammothking777-1700298482637,
Omni-MALO-1471,DasBakterium,Omni-MALO-1471,1.7003E+12,[Gen 7] IF Dex OU,dasbakterium-omnimalo1471-1700301747600,
Omni-MALO-1471,inept gamer,Omni-MALO-1471,1.7003E+12,[Gen 7] IF Dex OU,ineptgamer-omnimalo1471-1700303554346,
CEOofGenesect,CEOofGenesect,CYBERVAMPLUCY,1.70031E+12,[Gen 7] IF Dex OU,ceoofgenesect-cybervamplucy-1700305972346,
inept gamer,inept gamer,MiKamaUtala,1.70031E+12,[Gen 7] IF Dex OU,ineptgamer-mikamautala-1700309347617,
jackieFreeze,MAMMOTHKING777,jackieFreeze,1.70031E+12,[Gen 7] IF Dex OU,mammothking777-jackiefreeze-1700311055529,
inept gamer,inept gamer,coldfrozenheart,1.70031E+12,[Gen 7] IF Dex OU,ineptgamer-coldfrozenheart-1700311583991,
Tuesty,endofdramamine,coldfrozenheart,1.70032E+12,[Gen 7] IF Dex OU,endofdramamine-coldfrozenheart-1700315216403,
HUEnd,HUEnd,fupizza,1.70032E+12,[Gen 7] IF Dex OU,huend-fupizza-1700318273072,
HUEnd,HUEnd,GuyWhoSaysWo-Chien,1.70032E+12,[Gen 7] IF Dex OU,huend-guywhosayswochien-1700318757886,
Carchawaii,ItIsElementary,Carchawaii,1.70032E+12,[Gen 7] IF Dex AG,itiselementary-carchawaii-1700319122501,
HUEnd,HUEnd,GuyWhoSaysWo-Chien,1.70032E+12,[Gen 7] IF Dex OU,huend-guywhosayswochien-1700319403065,
inept gamer,Clevernamegoeshere,inept gamer,1.70032E+12,[Gen 7] IF Dex AG,clevernamegoeshere-ineptgamer-1700319459320,
Willer Tail,KyzoTheMage,Willer Tail,1.70032E+12,[Gen 7] IF Dex AG,kyzothemage-willertail-1700320111161,
KyzoTheMage,KyzoTheMage,Gabi7571,1.70032E+12,[Gen 7] IF Dex AG,kyzothemage-gabi7571-1700321928673,
BandageBlades,BandageBlades,CYBERVAMPLUCY,1.70032E+12,[Gen 7] IF Dex OU,bandageblades-cybervamplucy-1700322512150,
Willer Tail,Gabi7571,Willer Tail,1.70032E+12,[Gen 7] IF Dex AG,gabi7571-willertail-1700322612335,
Scuttbugger,ItIsElementary,Scuttbugger,1.70033E+12,[Gen 7] IF Dex AG,itiselementary-scuttbugger-1700327934569,
ItsEmily'nt,ItsEmily'nt,ItsEmily,1.70033E+12,[Gen 9] IF NatDex AG,itsemilynt-itsemily-1700328073424,
LauraLuna,Dr. Badtimes OU,LauraLuna,1.70033E+12,[Gen 7] IF Dex OU,drbadtimesou-lauraluna-1700332136771,
Dr. Badtimes OU,Dr. Badtimes OU,LauraLuna,1.70033E+12,[Gen 7] IF Dex OU,drbadtimesou-lauraluna-1700332713275,
Uzako,Uzako,Geeno993,1.70033E+12,[Gen 7] IF Dex OU,uzako-geeno993-1700333907824,
SvartrKuldr,SvartrKuldr,drakonos2,1.70033E+12,[Gen 7] IF Dex AG,svartrkuldr-drakonos2-1700334795922,
not gimgie,gimgie,not gimgie,1.70034E+12,[Gen 9] IF NatDex AG,gimgie-notgimgie-1700335045701,
SvartrKuldr,SvartrKuldr,drakonos2,1.70034E+12,[Gen 7] IF Dex AG,svartrkuldr-drakonos2-1700335428861,
Dr. Badtimes OU,Dr. Badtimes OU,LauraLuna,1.70034E+12,[Gen 7] IF Dex OU,drbadtimesou-lauraluna-1700336183104,
0rc4n0s13,0rc4n0s13,LittenPlaysPokemon,1.70034E+12,[Gen 7] IF Dex OU,0rc4n0s13-littenplayspokemon-1700337427527,
GuyWhoSaysWo-Chien,GuyWhoSaysWo-Chien,0rc4n0s13,1.70034E+12,[Gen 7] IF Dex OU,guywhosayswochien-0rc4n0s13-1700338205218,
LauraLuna,Dr. Badtimes OU,LauraLuna,1.70034E+12,[Gen 7] IF Dex OU,drbadtimesou-lauraluna-1700338504111,
Dr. Badtimes OU,Dr. Badtimes OU,LauraLuna,1.70034E+12,[Gen 7] IF Dex OU,drbadtimesou-lauraluna-1700338955299,
Lyrebird.Rainwing,Lyrebird.Rainwing,Pevetos,1.70034E+12,[Gen 9] IF NatDex Doubles,lyrebirdrainwing-pevetos-1700339482193,
Lyrebird.Rainwing,MrGasmask1290,Lyrebird.Rainwing,1.70034E+12,[Gen 9] IF NatDex Doubles,mrgasmask1290-lyrebirdrainwing-1700340646214,
0rc4n0s13,0rc4n0s13,The Real Ignite,1.70034E+12,[Gen 7] IF Dex OU,0rc4n0s13-therealignite-1700342278836,
ontario oshawott,Vastalgiar,ontario oshawott,1.70034E+12,[Gen 7] IF Dex OU,vastalgiar-ontariooshawott-1700342374725,
Staros,Staros,Garrby123,1.70034E+12,[Gen 7] IF Dex OU,staros-garrby123-1700343340025,
IFZone,Zetious,IFZone,1.70034E+12,[Gen 7] IF Dex OU,zetious-ifzone-1700344352273,
Justgonnatestabit,the_shawdoin,Justgonnatestabit,1.70034E+12,[Gen 9] IF NatDex OU,theshawdoin-justgonnatestabit-1700344405154,
Wiralon,ontario oshawott,Wiralon,1.70035E+12,[Gen 7] IF Dex OU,ontariooshawott-wiralon-1700345084640,
Dr. Badtimes OU,Dr. Badtimes OU,metroid711,1.70035E+12,[Gen 7] IF Dex AG,drbadtimesou-metroid711-1700346118976,
LauraLuna,LauraLuna,metroid711,1.70035E+12,[Gen 7] IF Dex AG,lauraluna-metroid711-1700346610531,
LauraLuna,Dr. Badtimes OU,LauraLuna,1.70035E+12,[Gen 7] IF Dex OU,drbadtimesou-lauraluna-1700347176179,
MarsBarsXIV,MarsBarsXIV,Zetsuda,1.70035E+12,[Gen 7] IF Dex AG,marsbarsxiv-zetsuda-1700350198794,
Dr. Badtimes OU,Bigbacon123456,Dr. Badtimes OU,1.70035E+12,[Gen 7] IF Dex OU,bigbacon123456-drbadtimesou-1700350375451,
the_shawdoin,TinaTheAmazing,the_shawdoin,1.70035E+12,[Gen 9] IF NatDex OU,tinatheamazing-theshawdoin-1700350765558,
Dr. Badtimes OU,metroid711,Dr. Badtimes OU,1.70035E+12,[Gen 7] IF Dex AG,metroid711-drbadtimesou-1700352968709,
Dr. Badtimes OU,onslaught71,Dr. Badtimes OU,1.70035E+12,[Gen 7] IF Dex AG,onslaught71-drbadtimesou-1700354264997,
the_shawdoin,Potbao,the_shawdoin,1.70036E+12,[Gen 9] IF NatDex OU,potbao-theshawdoin-1700355336251,
CyrusFans,wateraus281,CyrusFans,1.70036E+12,[Gen 7] IF Dex AG,wateraus281-cyrusfans-1700355579506,
frokathan,Therealcave,frokathan,1.70036E+12,[Gen 7] IF Dex OU,therealcave-frokathan-1700356367509,
dunscy,blunderr,AirbornePenguins,1.70036E+12,[Gen 7] IF Dex OU,blunderr-airbornepenguins-1700356651359,
scrapsorra,Base Liquids,scrapsorra,1.70036E+12,[Gen 7] IF Dex OU,baseliquids-scrapsorra-1700356756460,
Omni-MALO-1471,Omni-MALO-1471,MEWahahha,1.70036E+12,[Gen 7] IF Dex AG,omnimalo1471-mewahahha-1700356876363,
blunderr,blunderr,Iceasaurus,1.70036E+12,[Gen 7] IF Dex OU,blunderr-iceasaurus-1700357038044,
the_shawdoin,Potbao,the_shawdoin,1.70036E+12,[Gen 9] IF NatDex OU,potbao-theshawdoin-1700357175774,
AirbornePenguins,catsoup02,AirbornePenguins,1.70036E+12,[Gen 7] IF Dex OU,catsoup02-airbornepenguins-1700357355640,
Therealcave,Therealcave,AirbornePenguins,1.70036E+12,[Gen 7] IF Dex OU,therealcave-airbornepenguins-1700357535451,
Manofwoof1,Manofwoof1,Potbao,1.70036E+12,[Gen 9] IF NatDex OU,manofwoof1-potbao-1700357540421,
blunderr,ll Ignite ll,blunderr,1.70036E+12,[Gen 7] IF Dex OU,llignitell-blunderr-1700357592464,
LauraLuna,Dr. Badtimes OU,metroid711,1.70036E+12,[Gen 9] IF Free-for-all,drbadtimesou-metroid711-bigbacon123456-lauraluna-1700357869702,
the_shawdoin,GarrukApexPredator,the_shawdoin,1.70036E+12,[Gen 9] IF NatDex OU,garrukapexpredator-theshawdoin-1700357902986,
Walccer,XSoulNightsX,Walccer,1.70036E+12,[Gen 7] IF Dex AG,xsoulnightsx-walccer-1700357906897,
Deftab,KirianK,Deftab,1.70036E+12,[Gen 7] IF Dex OU,kiriank-deftab-1700358153153,
inept gamer,inept gamer,H Gamer Moment,1.70036E+12,[Gen 7] IF Dex OU,ineptgamer-hgamermoment-1700358576337,
TotalSylv,TotalSylv,striker212,1.70036E+12,[Gen 7] IF Dex OU,totalsylv-striker212-1700358738430,
Staros,harror,Staros,1.70036E+12,[Gen 7] IF Dex OU,harror-staros-1700358847278,
Dr. Badtimes OU,Dr. Badtimes OU,LauraLuna,1.70036E+12,[Gen 7] IF Dex OU,drbadtimesou-lauraluna-1700358971078,
MarsBarsXIV,Zetsuda,MarsBarsXIV,1.70036E+12,[Gen 7] IF Dex AG,zetsuda-marsbarsxiv-1700359535036,
Omni-MALO-1471,Omni-MALO-1471,Lunastra_sucks,1.70036E+12,[Gen 7] IF Dex OU,omnimalo1471-lunastrasucks-1700360095563,
redninjapuffle,arcanediety,redninjapuffle,1.70036E+12,[Gen 7] IF Dex OU,arcanediety-redninjapuffle-1700360605971,
Staros,Llewos,Staros,1.70036E+12,[Gen 7] IF Dex OU,llewos-staros-1700361165547,
TheLunaticPhantom,TheLunaticPhantom,Z4ifir,1.70036E+12,[Gen 7] IF Dex Doubles,thelunaticphantom-z4ifir-1700361733979,
TotalSylv,harror,TotalSylv,1.70036E+12,[Gen 7] IF Dex OU,harror-totalsylv-1700361878725,
MeCactusNow,MeCactusNow,Cjane23,1.70036E+12,[Gen 7] IF Dex AG,mecactusnow-cjane23-1700362071391,
metroid711,Dr. Badtimes OU,metroid711,1.70036E+12,[Gen 9] IF Free-for-all,drbadtimesou-metroid711-onslaught71-lauraluna-1700362141983,
KingoftheBallpit,KingoftheBallpit,Kaboah,1.70036E+12,[Gen 7] IF Dex OU,kingoftheballpit-kaboah-1700362702519,
TheLunaticPhantom,TheLunaticPhantom,adu anh seng,1.70036E+12,[Gen 7] IF Dex AG,thelunaticphantom-aduanhseng-1700363052213,
the_shawdoin,Tuesty,the_shawdoin,1.70036E+12,[Gen 9] IF NatDex OU,tuesty-theshawdoin-1700363094970,
fupizza,regwrsg,fupizza,1.70036E+12,[Gen 7] IF Dex OU,regwrsg-fupizza-1700363940917,
TotalSylv,Littlemxdoom,TotalSylv,1.70036E+12,[Gen 7] IF Dex OU,littlemxdoom-totalsylv-1700364165350,
Theruffletkid,StellarMudkip,Theruffletkid,1.70036E+12,[Gen 7] IF Dex AG,stellarmudkip-theruffletkid-1700364514348,
the_shawdoin,the_shawdoin,Manofwoof1,1.70036E+12,[Gen 9] IF NatDex OU,theshawdoin-manofwoof1-1700364602561,
Manofwoof1,Manofwoof1,Iziksquirel,1.70037E+12,[Gen 9] IF NatDex OU,manofwoof1-iziksquirel-1700365142936,
Guest 2906,ItIsElementary,Dirt Donut,1.70037E+12,[Gen 7] IF Dex AG,itiselementary-dirtdonut-1700365587834,
jackieFreeze,jackieFreeze,ThanhLong0106,1.70037E+12,[Gen 9] IF NatDex AG,jackiefreeze-thanhlong0106-1700365946385,
timmy2013,timmy2013,stewp,1.70037E+12,[Gen 7] IF Dex OU,timmy2013-stewp-1700366788221,
the_shawdoin,Nuclearstomp,the_shawdoin,1.70037E+12,[Gen 9] IF NatDex OU,nuclearstomp-theshawdoin-1700366823856,
TheLunaticPhantom,ItIsElementary,TheLunaticPhantom,1.70037E+12,[Gen 7] IF Dex AG,itiselementary-thelunaticphantom-1700366851415,
the_shawdoin,the_shawdoin,Nuclearstomp,1.70037E+12,[Gen 9] IF NatDex OU,theshawdoin-nuclearstomp-1700366892012,
the_shawdoin,Manofwoof1,the_shawdoin,1.70037E+12,[Gen 9] IF NatDex OU,manofwoof1-theshawdoin-1700367278095,
Augodyne,Augodyne,solarialmp4,1.70037E+12,[Gen 7] IF Dex OU,augodyne-solarialmp4-1700367309579,
Deftab,frokathan,Deftab,1.70037E+12,[Gen 7] IF Dex OU,frokathan-deftab-1700367379468,
Omni-MALO-1471,Makipon,Omni-MALO-1471,1.70037E+12,[Gen 7] IF Dex OU,makipon-omnimalo1471-1700367478721,
WahooMario64,TheLunaticPhantom,WahooMario64,1.70037E+12,[Gen 7] IF Dex AG,thelunaticphantom-wahoomario64-1700369139769,
nono2k,nono2k,Moopse,1.70037E+12,[Gen 7] IF Dex AG,nono2k-moopse-1700369188405,
Anderj10,Anderj10,JacobTheEevee,1.70037E+12,[Gen 9] IF NatDex Doubles,anderj10-jacobtheeevee-1700369260942,
Anderj10,Anderj10,JacobTheEevee,1.70037E+12,[Gen 9] IF NatDex Doubles,anderj10-jacobtheeevee-1700369266380,
whikko,Happieferret19,whikko,1.70037E+12,[Gen 7] IF Dex OU,happieferret19-whikko-1700369590282,
Awesomeacuz13,Awesomeacuz13,just sayori,1.70037E+12,[Gen 9] IF NatDex OU,awesomeacuz13-justsayori-1700369896705,
WhatAUsernameIHave,pigeonboiy,WhatAUsernameIHave,1.70037E+12,[Gen 9] IF NatDex OU,pigeonboiy-whatausernameihave-1700369979011,
Deftab,Deftab,ryl3gol,1.70037E+12,[Gen 7] IF Dex OU,deftab-ryl3gol-1700370858389,
TotalSylv,fupizza,TotalSylv,1.70037E+12,[Gen 7] IF Dex OU,fupizza-totalsylv-1700370868448,
Augodyne,AirbornePenguins,Augodyne,1.70037E+12,[Gen 7] IF Dex OU,airbornepenguins-augodyne-1700370977435,
Augodyne,Augodyne,bubbadevlin,1.70037E+12,[Gen 7] IF Dex OU,augodyne-bubbadevlin-1700371550322,
fupizza,fupizza,whikko,1.70037E+12,[Gen 7] IF Dex OU,fupizza-whikko-1700371592633,
timmy2013,timmy2013,Namdeirf,1.70037E+12,[Gen 7] IF Dex OU,timmy2013-namdeirf-1700372648040,
ThatDQGuy,ThatDQGuy,Dexxxio,1.70037E+12,[Gen 7] IF Dex AG,thatdqguy-dexxxio-1700373461450,
PlooshieBaird,Zmemed900,PlooshieBaird,1.70037E+12,[Gen 7] IF Dex OU,zmemed900-plooshiebaird-1700374624433,
whikko,whikko,Godigimon,1.70038E+12,[Gen 7] IF Dex OU,whikko-godigimon-1700376417598,
PizzaTowerEpic,Kingslayer1111,PizzaTowerEpic,1.70038E+12,[Gen 9] IF NatDex AG,kingslayer1111-pizzatowerepic-1700377370955,
Dexxxio,ThatDQGuy,Dexxxio,1.70038E+12,[Gen 7] IF Dex AG,thatdqguy-dexxxio-1700377646283,
kickachild.png,kickachild.png,Neodria,1.70038E+12,[Gen 9] IF Custom Game,kickachildpng-neodria-1700378575053,
Omni-MALO-1471,MrSchrubelhupf,Omni-MALO-1471,1.70038E+12,[Gen 7] IF Dex OU,mrschrubelhupf-omnimalo1471-1700382291999,
ngxn,ngxn,MrSchrubelhupf,1.70038E+12,[Gen 7] IF Dex OU,ngxn-mrschrubelhupf-1700383338260,
TheLunaticPhantom,TheLunaticPhantom,Llanfairpwllgwyngy,1.70039E+12,[Gen 7] IF Dex OU,thelunaticphantom-llanfairpwllgwyngy-1700385387753,
The Ice Age Master,vengeurs20,The Ice Age Master,1.70039E+12,[Gen 9] IF NatDex AG,vengeurs20-theiceagemaster-1700386818255,
The Ice Age Master,The Ice Age Master,vengeurs20,1.70039E+12,[Gen 9] IF NatDex AG,theiceagemaster-vengeurs20-1700386914230,
harror,CYBERVAMPLUCY,harror,1.70039E+12,[Gen 7] IF Dex OU,cybervamplucy-harror-1700387030810,
IMissplayalot,IMissplayalot,Nag0723,1.70039E+12,[Gen 9] IF NatDex Doubles,imissplayalot-nag0723-1700387609544,
Infinite Confusion,Infinite Confusion,Vastalgiar,1.70039E+12,[Gen 7] IF Dex OU,infiniteconfusion-vastalgiar-1700388698324,
The Ice Age Master,ThatRandomLoser,The Ice Age Master,1.70039E+12,[Gen 9] IF NatDex AG,thatrandomloser-theiceagemaster-1700390479965,
Amelia Ruth,Amelia Ruth,harror,1.7004E+12,[Gen 7] IF Dex OU,ameliaruth-harror-1700395554976,
NateOrNathan,NateOrNathan,clooombo,1.7004E+12,[Gen 7] IF Dex AG,nateornathan-clooombo-1700397606921,
NateOrNathan,Aliasking1,NateOrNathan,1.7004E+12,[Gen 7] IF Dex AG,aliasking1-nateornathan-1700398037788,
NateOrNathan,GhostSushi2,NateOrNathan,1.7004E+12,[Gen 7] IF Dex AG,ghostsushi2-nateornathan-1700398507111,
NateOrNathan,Piercethegreat,NateOrNathan,1.7004E+12,[Gen 7] IF Dex AG,piercethegreat-nateornathan-1700398792745,
CanadianCaden,CanadianCaden,Iwasu,1.7004E+12,[Gen 7] IF Dex AG,canadiancaden-iwasu-1700400545099,
jagerno,Goosehead Swag,jagerno,1.7004E+12,[Gen 9] IF NatDex OU,gooseheadswag-jagerno-1700400679684,
jagerno,jagerno,Goosehead Swag,1.7004E+12,[Gen 9] IF NatDex OU,jagerno-gooseheadswag-1700400895987,
NateOrNathan,joniambob,NateOrNathan,1.7004E+12,[Gen 7] IF Dex AG,joniambob-nateornathan-1700401004526,
Mikralas,Electro#007,Mikralas,1.7004E+12,[Gen 7] IF Dex OU,electro007-mikralas-1700401074696,
CartChamp,CartChamp,Eretra,1.7004E+12,[Gen 7] IF Dex OU,cartchamp-eretra-1700401956323,
Stiltecoupe,Stiltecoupe,Amdu,1.7004E+12,[Gen 7] IF Dex OU,stiltecoupe-amdu-1700402504191,
Stiltecoupe,The_Astral_Soul,Stiltecoupe,1.7004E+12,[Gen 7] IF Dex OU,theastralsoul-stiltecoupe-1700402850038,
CartChamp,CartChamp,koumal888,1.7004E+12,[Gen 7] IF Dex OU,cartchamp-koumal888-1700402880078,
Obsidrugon,Obsidrugon,PurgeMan,1.7004E+12,[Gen 7] IF Dex AG,obsidrugon-purgeman-1700402891148,
the_shawdoin,the_shawdoin,Potbao,1.7004E+12,[Gen 9] IF NatDex OU,theshawdoin-potbao-1700403764660,
a2aaaa,ChaliceOfMind,a2aaaa,1.7004E+12,[Gen 9] IF NatDex OU,chaliceofmind-a2aaaa-1700404079822,
the_shawdoin,the_shawdoin,Potbao,1.7004E+12,[Gen 9] IF NatDex OU,theshawdoin-potbao-1700404549055,
Staros,Silver_Mix_RGNT,Staros,1.7004E+12,[Gen 7] IF Dex OU,silvermixrgnt-staros-1700404657663,
Guest 657,the_shawdoin,Potbao,1.70041E+12,[Gen 9] IF NatDex OU,theshawdoin-potbao-1700405815678,
Necromancer777,Necromancer777,PurgeMan,1.70041E+12,[Gen 7] IF Dex AG,necromancer777-purgeman-1700407511078,
CanadianCaden,CanadianCaden,annualhairwash,1.70041E+12,[Gen 7] IF Dex OU,canadiancaden-annualhairwash-1700407561382,
Polius,Xuchio,Polius,1.70041E+12,[Gen 7] IF Dex OU,xuchio-polius-1700408069079,
Necromancer777,The Daninator,Necromancer777,1.70041E+12,[Gen 7] IF Dex AG,thedaninator-necromancer777-1700408664213,
the_shawdoin,the_shawdoin,dahii,1.70041E+12,[Gen 9] IF NatDex OU,theshawdoin-dahii-1700408871183,
makeslakingou,Amdu,makeslakingou,1.70041E+12,[Gen 7] IF Dex OU,amdu-makeslakingou-1700410737555,
the_shawdoin,baskim,the_shawdoin,1.70041E+12,[Gen 9] IF NatDex OU,baskim-theshawdoin-1700411473324,
Terminatphilippe,quinchmader,Terminatphilippe,1.70041E+12,[Gen 7] IF Dex AG,quinchmader-terminatphilippe-1700411883798,
sylvee_kiwi,sylvee_kiwi,Le fisher 68,1.70041E+12,[Gen 7] IF Dex Doubles,sylveekiwi-lefisher68-1700413195392,
ThatDQGuy,ThatDQGuy,Dexxxio,1.70041E+12,[Gen 7] IF Dex AG,thatdqguy-dexxxio-1700414498970,
dragon7274,dragon7274,Catcus1111111,1.70041E+12,[Gen 7] IF Dex OU,dragon7274-catcus1111111-1700414875474,
Terminatphilippe,Iwasu,Terminatphilippe,1.70042E+12,[Gen 7] IF Dex AG,iwasu-terminatphilippe-1700415411538,
dragon7274,catsoup02,dragon7274,1.70042E+12,[Gen 7] IF Dex OU,catsoup02-dragon7274-1700416154410,
Augodyne,blackgokuking,Augodyne,1.70042E+12,[Gen 7] IF Dex OU,blackgokuking-augodyne-1700416226378,
Willer Tail,Kyrios GOD,Willer Tail,1.70042E+12,[Gen 7] IF Dex AG,kyriosgod-willertail-1700416462271,
SonderOfAll,Alexb43,SonderOfAll,1.70042E+12,[Gen 7] IF Dex AG,alexb43-sonderofall-1700417508468,
Awesomeacuz13,Awesomeacuz13,Xyrophx,1.70042E+12,[Gen 7] IF Dex OU,awesomeacuz13-xyrophx-1700417980674,
Therealcave,Llanfairpwllgwyngy,Therealcave,1.70042E+12,[Gen 7] IF Dex OU,llanfairpwllgwyngy-therealcave-1700419893066,
KyzoTheMage,KyzoTheMage,blackgokuking,1.70042E+12,[Gen 7] IF Dex OU,kyzothemage-blackgokuking-1700420484345,
KyzoTheMage,Llanfairpwllgwyngy,KyzoTheMage,1.70042E+12,[Gen 7] IF Dex OU,llanfairpwllgwyngy-kyzothemage-1700420763634,
Iceman_Jack,Vastalgiar,Iceman_Jack,1.70042E+12,[Gen 7] IF Dex OU,vastalgiar-icemanjack-1700420786543,
Darkmega5,Darkmega5,Fommerson2,1.70042E+12,[Gen 7] IF Dex OU,darkmega5-fommerson2-1700420917893,
reinii,Iceman_Jack,reinii,1.70042E+12,[Gen 7] IF Dex OU,icemanjack-reinii-1700421151325,
Obsidrugon,awsome000125mls,Obsidrugon,1.70042E+12,[Gen 7] IF Dex AG,awsome000125mls-obsidrugon-1700421241362,
Dexxxio,ThatDQGuy,Dexxxio,1.70042E+12,[Gen 7] IF Dex AG,thatdqguy-dexxxio-1700422414923,
Obsidrugon,Obsidrugon,antiGuide,1.70042E+12,[Gen 9] IF NatDex Doubles,obsidrugon-antiguide-1700422942208,
PlooshieBaird,the frost guy,PlooshieBaird,1.70042E+12,[Gen 7] IF Dex OU,thefrostguy-plooshiebaird-1700422961979,
Almighty Milkman,TheLigmaConspiracy,Almighty Milkman,1.70042E+12,[Gen 7] IF Dex OU,theligmaconspiracy-almightymilkman-1700423099318,
UrBoiXander,PotBao,UrBoiXander,1.70042E+12,[Gen 9] IF NatDex OU,potbao-urboixander-1700423123603,
TotalSylv,TotalSylv,yoshis pal,1.70042E+12,[Gen 7] IF Dex OU,totalsylv-yoshispal-1700423416124,
MysticalMystery,MysticalMystery,4wingedowl,1.70042E+12,[Gen 7] IF Dex AG,mysticalmystery-4wingedowl-1700423937394,
Beaf Cultist,Beaf Cultist,ShrimpTheShrimp,1.70042E+12,[Gen 9] IF NatDex OU,beafcultist-shrimptheshrimp-1700424046442,
Beaf Cultist,cheeto squid,Beaf Cultist,1.70042E+12,[Gen 9] IF NatDex OU,cheetosquid-beafcultist-1700424412159,
Beaf Cultist,Beaf Cultist,the_shawdoin,1.70042E+12,[Gen 9] IF NatDex OU,beafcultist-theshawdoin-1700424694394,
Zerupy,Zerupy,TheLigmaConspiracy,1.70042E+12,[Gen 7] IF Dex OU,zerupy-theligmaconspiracy-1700424752778,
Beaf Cultist,Beaf Cultist,the_shawdoin,1.70042E+12,[Gen 9] IF NatDex OU,beafcultist-theshawdoin-1700424939929,
Beaf Cultist,jacklives,Beaf Cultist,1.70043E+12,[Gen 9] IF NatDex AG,jacklives-beafcultist-1700425805399,
Beaf Cultist,theemeraldKnife,Beaf Cultist,1.70043E+12,[Gen 9] IF NatDex AG,theemeraldknife-beafcultist-1700426002212,
HermDaily,HermDaily,Obsidrugon,1.70043E+12,[Gen 7] IF Dex AG,hermdaily-obsidrugon-1700426014495,
CookieofSeduction,Zerupy,CookieofSeduction,1.70043E+12,[Gen 7] IF Dex OU,zerupy-cookieofseduction-1700426237514,
Almighty Milkman,Almighty Milkman,nasurave,1.70043E+12,[Gen 7] IF Dex OU,almightymilkman-nasurave-1700426298117,
the_shawdoin,the_shawdoin,Beaf Cultist,1.70043E+12,[Gen 9] IF NatDex OU,theshawdoin-beafcultist-1700426855395,
Beaf Cultist,PorygodOfSeizures,Beaf Cultist,1.70043E+12,[Gen 9] IF NatDex OU,porygodofseizures-beafcultist-1700427156141,
KyzoTheMage,KyzoTheMage,blackgokuking,1.70043E+12,[Gen 7] IF Dex OU,kyzothemage-blackgokuking-1700427275503,
Almighty Milkman,Almighty Milkman,Xyrophx,1.70043E+12,[Gen 7] IF Dex OU,almightymilkman-xyrophx-1700427735482,
just sayori,just sayori,a2aaaa,1.70043E+12,[Gen 9] IF NatDex OU,justsayori-a2aaaa-1700427746167,
the_shawdoin,Skiddzbop,ShrimpTheShrimp,1.70043E+12,[Gen 9] IF NatDex OU,skiddzbop-shrimptheshrimp-1700427931272,
Beaf Cultist,Skiddzbop,Beaf Cultist,1.70043E+12,[Gen 9] IF NatDex OU,skiddzbop-beafcultist-1700428087142,
Almighty Milkman,Almighty Milkman,blackgokuking,1.70043E+12,[Gen 7] IF Dex OU,almightymilkman-blackgokuking-1700429354273,
redninjapuffle,redninjapuffle,SonderOfAll,1.70043E+12,[Gen 7] IF Dex OU,redninjapuffle-sonderofall-1700429443514,
Miwu.exe,reinii,Miwu.exe,1.70043E+12,[Gen 7] IF Dex OU,reinii-miwuexe-1700429485695,
ThatDQGuy,ThatDQGuy,Dexxxio,1.70043E+12,[Gen 7] IF Dex AG,thatdqguy-dexxxio-1700430292077,
the_shawdoin,Beaf Cultist,the_shawdoin,1.70043E+12,[Gen 9] IF NatDex OU,beafcultist-theshawdoin-1700430905957,
SmashMania,SmashMania,Miwu.exe,1.70043E+12,[Gen 7] IF Dex OU,smashmania-miwuexe-1700431162035,
Almighty Milkman,Almighty Milkman,TheRallivSalado,1.70043E+12,[Gen 7] IF Dex OU,almightymilkman-therallivsalado-1700431415434,
inept gamer,inept gamer,Xyrophx,1.70043E+12,[Gen 7] IF Dex OU,ineptgamer-xyrophx-1700431424737,
Beaf Cultist,Beaf Cultist,zxgzxg,1.70043E+12,[Gen 9] IF NatDex AG,beafcultist-zxgzxg-1700431467572,
the_shawdoin,a2aaaa,the_shawdoin,1.70043E+12,[Gen 9] IF NatDex OU,a2aaaa-theshawdoin-1700431511701,
Almighty Milkman,TheblackGotenks,Almighty Milkman,1.70043E+12,[Gen 7] IF Dex OU,theblackgotenks-almightymilkman-1700431675235,
baskim,baskim,CobaltRequiem,1.70043E+12,[Gen 7] IF Dex OU,baskim-cobaltrequiem-1700432714682,
Almighty Milkman,Almighty Milkman,Xyrophx,1.70043E+12,[Gen 7] IF Dex OU,almightymilkman-xyrophx-1700433413795,
CobaltRequiem,sergiovicenteg3,CobaltRequiem,1.70043E+12,[Gen 7] IF Dex OU,sergiovicenteg3-cobaltrequiem-1700433440011,
Thalica,Thalica,Xyrophx,1.70043E+12,[Gen 7] IF Dex OU,thalica-xyrophx-1700433503273,
